mode,batch_id,user_x,user_y,server_id,server_x,server_y,network_latency,compute_time,total_latency
CLOUD,5,-105,144,cloud,0,0,356.08,10.62,366.70
CLOUD,5,-105,144,cloud,0,0,356.08,10.58,366.66
CLOUD,5,-105,144,cloud,0,0,356.08,10.57,366.65
CLOUD,5,-105,144,cloud,0,0,356.08,10.61,366.69
CLOUD,5,-105,144,cloud,0,0,356.08,10.57,366.65
CLOUD,5,-105,144,cloud,0,0,356.08,10.57,366.65
CLOUD,5,-105,144,cloud,0,0,356.08,10.59,366.67
CLOUD,5,-105,144,cloud,0,0,356.08,11.48,367.56
CLOUD,5,-105,144,cloud,0,0,356.08,20.79,376.87
CLOUD,5,-105,144,cloud,0,0,356.08,11.87,367.95
CLOUD,5,-105,144,cloud,0,0,356.08,11.93,368.01
CLOUD,5,-105,144,cloud,0,0,356.08,14.15,370.23
